,raw_words,task,quadruples
5527,"Right next to the Boston park and public garden , easy walk to the waterfront in multiple directions .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 10, 'to': 11, 'term': ['easy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5528,Penny was a thoughtful host and was responsive and easy to make arrangements with .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['responsive']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['thoughtful']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['easy']}, 'sentiment': 'POS'}]"
5529,His accommodation is considerate and professional .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['accommodation']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['considerate']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['accommodation']}, 'category': 'Hotel#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['professional']}, 'sentiment': 'POS'}]"
5530,"Later that evening when we came back to the house , we fell asleep past the time that we were supposed to go out with a friend for dinner ; Valerie and Jason immediately offered us dinner without hesitation !",ACOS,"[{'aspect': {'from': 30, 'to': 33, 'term': ['Valerie', 'and', 'Jason']}, 'category': 'Service#General', 'opinion': {'from': 33, 'to': 34, 'term': ['immediately']}, 'sentiment': 'POS'}]"
5531,Perfect distance from the Convention center for anyone with an event !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}]"
5532,we felt very safe .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'safe']}, 'sentiment': 'POS'}]"
5533,The private bath was so convenient and had an excellent shower .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['private', 'bath']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 4, 'to': 6, 'term': ['so', 'convenient']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['shower']}, 'category': 'Room_Amenities#General', 'opinion': {'from': 9, 'to': 10, 'term': ['excellent']}, 'sentiment': 'POS'}]"
5534,My fiance and I had a lovely time .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 6, 'to': 7, 'term': ['lovely']}, 'sentiment': 'POS'}]"
5535,Very accommodating host .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['host']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'accommodating']}, 'sentiment': 'POS'}]"
5536,The room and their home are very cozy and clean .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['home']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 9, 'to': 10, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 9, 'to': 10, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'cozy']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['home']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'cozy']}, 'sentiment': 'POS'}]"
5537,"A great location , walking distance to the waterfront , right on the freedom trail and next to Boston Common .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 1, 'to': 2, 'term': ['great']}, 'sentiment': 'POS'}]"
5538,Really gorgeous city view at a better price than other central Boston locations .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'gorgeous']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['price']}, 'category': 'Hotel#Prices', 'opinion': {'from': 6, 'to': 7, 'term': ['better']}, 'sentiment': 'POS'}]"
5539,Great stay !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
5540,Within seconds she responded and told us what we needed to know .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5541,Valerie and Jason are really helpful and nice .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['really', 'helpful']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['Jason']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['Jason']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['really', 'helpful']}, 'sentiment': 'POS'}]"
5542,And her home was conveniently located to the downtown and surrounding neigborhoods .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['home']}, 'category': 'Location#General', 'opinion': {'from': 4, 'to': 5, 'term': ['conveniently']}, 'sentiment': 'POS'}]"
5543,I loved starting in Oine 's home .,ACOS,"[{'aspect': {'from': 4, 'to': 7, 'term': ['Oine', ""'s"", 'home']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['loved']}, 'sentiment': 'POS'}]"
5544,We really enjoyed our stay in Valerie and Jason 's place .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['really', 'enjoyed']}, 'sentiment': 'POS'}]"
5545,"The living room felt quite spacious for us ( a couple with a toddler ) , and we appreciated that it had a bathtub .",ACOS,"[{'aspect': {'from': 23, 'to': 24, 'term': ['bathtub']}, 'category': 'Room_Amenities#General', 'opinion': {'from': 18, 'to': 19, 'term': ['appreciated']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['living', 'room']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 4, 'to': 6, 'term': ['quite', 'spacious']}, 'sentiment': 'POS'}]"
5546,great !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['great']}, 'sentiment': 'POS'}]"
5547,"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Super', 'friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 14, 'term': ['communication']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 11, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 8, 'term': ['local', 'restaurant', 'recommendations']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
5548,"The building is beautiful and conveniently located , the view from the roof is worth checking out , just like the description says .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['building']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['beautiful']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 14, 'to': 15, 'term': ['worth']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['building']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 6, 'term': ['conveniently']}, 'sentiment': 'POS'}]"
5549,This location is great !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
5550,"Joke aside , i really appreciate Penny 's hospitality and the level of her thoughtfulness is unbelievable .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['hospitality']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['really', 'appreciate']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 15, 'term': ['thoughtfulness']}, 'category': 'Service#General', 'opinion': {'from': 16, 'to': 17, 'term': ['unbelievable']}, 'sentiment': 'POS'}]"
5551,"The apartment was in the perfect location , and the loft set up is so fun .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 6, 'term': ['perfect']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['loft']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 14, 'to': 16, 'term': ['so', 'fun']}, 'sentiment': 'POS'}]"
5552,My room was very spacious with a big closet and my bed was so comfortable with tons of pillows !,ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['bed']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 13, 'to': 15, 'term': ['so', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'spacious']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['closet']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': 7, 'to': 8, 'term': ['big']}, 'sentiment': 'POS'}]"
5553,Very clean place !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 1, 'to': 2, 'term': ['clean']}, 'sentiment': 'POS'}]"
5554,Perfect location for seeing Boston .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}]"
5555,Great spot for visiting HBS !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['spot']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
5556,"The arrival and self check-in could not have been easier -- my arrival was a breeze , and the room was clean and ready .",ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['room']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 21, 'to': 22, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['room']}, 'category': 'Rooms#General', 'opinion': {'from': 23, 'to': 24, 'term': ['ready']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['arrival']}, 'category': 'Location#General', 'opinion': {'from': 15, 'to': 16, 'term': ['breeze']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['arrival']}, 'category': 'Location#General', 'opinion': {'from': 9, 'to': 10, 'term': ['easier']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['self', 'check-in']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['easier']}, 'sentiment': 'POS'}]"
5557,I would highly recommend !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 4, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
5558,This is the perfect model for how Airbnb should be .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['perfect']}, 'sentiment': 'POS'}]"
5559,"The room is a good size , and has an ensuite bathroom .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['size']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 4, 'to': 5, 'term': ['good']}, 'sentiment': 'POS'}]"
5560,The apartment was everything we expected and more .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5561,Tiffany makes sure her place is welcoming & includes comforts of home .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 6, 'to': 7, 'term': ['welcoming']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 9, 'to': 10, 'term': ['comforts']}, 'sentiment': 'POS'}]"
5562,"If you 're looking for a bustling spot this ai n't it , but it 's safe , quiet , relaxing , and easy for uber/lyft to get you into the heart of Cambridge in minutes .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 18, 'to': 19, 'term': ['quiet']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 16, 'to': 17, 'term': ['safe']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 23, 'to': 24, 'term': ['easy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 20, 'to': 21, 'term': ['relaxing']}, 'sentiment': 'POS'}]"
5563,"It is in an excellent location for public transportation , but is off the main roads so it is quiet and safe .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 21, 'to': 22, 'term': ['safe']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 4, 'to': 5, 'term': ['excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 19, 'to': 20, 'term': ['quiet']}, 'sentiment': 'POS'}]"
5564,Right next to a Starbucks and tons of Asian restaurants and fun stores .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5565,I had a great visit at Tiffany 's place .,ACOS,"[{'aspect': {'from': 6, 'to': 9, 'term': ['Tiffany', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
5566,Had everything I needed for a weekend stay .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5567,"As a host , Tiffany was wonderful and attentive .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 9, 'term': ['attentive']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 7, 'term': ['wonderful']}, 'sentiment': 'POS'}]"
5568,"Nice clean single room , close to both Cambridge and Brookline .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 4, 'term': ['single', 'room']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 1, 'to': 2, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 4, 'term': ['single', 'room']}, 'category': 'Rooms#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}]"
5569,I highly recommend staying here and would absolutely go back !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
5570,"The place was warm , and the bed was very comfortable to sleep in .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['bed']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 9, 'to': 11, 'term': ['very', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['warm']}, 'sentiment': 'POS'}]"
5571,"If you do n't mind climbing stairs , I would recommend this house .",ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['house']}, 'category': 'Hotel#General', 'opinion': {'from': 10, 'to': 11, 'term': ['recommend']}, 'sentiment': 'POS'}]"
5572,Memorable experience !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Memorable']}, 'sentiment': 'POS'}]"
5573,Let me begin with everything that was great about this place - because there are no doubt notable positives .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 18, 'to': 19, 'term': ['positives']}, 'sentiment': 'POS'}]"
5574,"The location is fantastic , really close to a metro station .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['fantastic']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5575,"Nice , clean , efficient room .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['room']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 2, 'to': 3, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['room']}, 'category': 'Rooms#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['efficient']}, 'sentiment': 'POS'}]"
5576,") , and being able to stumble out of bed right down to Park Street Station was extremely nice once we realized that the T is n't as daunting as it looks .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
5577,Penny 's home is in an ideal location .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 6, 'to': 7, 'term': ['ideal']}, 'sentiment': 'POS'}]"
5578,We loved this place !,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['loved']}, 'sentiment': 'POS'}]"
